Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Origin of Challenge,Year
"Henry, April",Eyes of the Forest,Banned from Libraries,,,,,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Herz, Rachel",That's Disgusting: Unraveling the Mysteries of Repulsion,Banned Pending Investigation,,,,,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Hesse, Karen",Aleutian Sparrow,Banned from Libraries,,"Zerbetz, Evon",,,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Hickman, Jonathan",The Black Monday Murders,Banned Pending Investigation,,"Coker, Tomm",,The Black Monday Murders,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Higginbotham, Anastasia",Not My Idea: A Book About Whiteness,Banned from Libraries and Classrooms,,,,Ordinary Terrible Things,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Higgins, Ryan T.",Mother Bruce,Banned from Classrooms,,,,Mother Bruce,Tennessee,Hamilton County Schools,May-23,Informal Challenge,2022-2023
"Higgs, Liz Curtis",The Parable of the Lily,Banned from Libraries and Classrooms,,"Munger, Nancy",,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Higgs, Liz Curtis",The Pine Tree Parable,Banned from Libraries and Classrooms,,"Munger, Nancy",,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Hill, Joe",Locke & Key Vol. 1: Welcomeome To Lovecraft,Banned Pending Investigation,,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hill, Joe","Locke & Key, Vol. 5: Clockworks",Banned Pending Investigation,,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hill, Joe","Locke & Key, Vol. 6: Alpha & Omega",Banned Pending Investigation,,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hill, Joe",The Cape,Banned Pending Investigation,"Ciaramella, Jason","Howard, Zach",,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hill, Joe",Wraith,Banned Pending Investigation,,"Wilson III, Charles Paul",,NOS4A2,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,Banned Pending Investigation,,,,,North Carolina,Pender County Schools,Feb-23,Administration,2022-2023
"Hill, Melissa Sue","Novels for Students, Vol. 60",Banned Pending Investigation,"Lee, Michelle",,,Novels for Students,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hill, Melissa Sue","Novels for Students, Vol. 61",Banned Pending Investigation,"Lee, Michelle",,,Novels for Students,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hinds, Gareth",Macbeth: The Graphic Novel,Banned Pending Investigation,"Shakespeare, William",,,Shakespeare Classics Graphic Novels,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hirsh, Eric Donald",The Dictionary of Cultural Literacy,Banned from Libraries and Classrooms,"Kett, Joseph F.; Trefil, James",,,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Hirsh, Marilyn",The Tower of Babel,Banned from Libraries and Classrooms,,,,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Hocking, Amanda",Crystal Kingdom,Banned from Libraries,,,,The Kanin Chronicles,Texas,Frisco Independent School District,Mar-23,Administration,2022-2023
"Hoddinott, Brenda",The Complete Idiot's Guide to Drawing People Illustrated,Banned Pending Investigation,,,,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hodge, A.N.",The History of Art,Banned Pending Investigation,,,,The History of the Humanities and Social Sciences,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hoena, Blake",Gross Gods,Banned from Libraries and Classrooms,,"Stevanovic, Ivica",,Michael Dahl Presents: Gross Gods,Florida,Duval County Public Schools,Mar-23,Administration,2022-2023
"Hoey, Peter",Animal Stories,Banned Pending Investigation,"Hoey, Maria",,,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hoffman, Mary",Parables: Stories Jesus Told,Banned from Libraries and Classrooms,,"Morris, Jackie",,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
"Hoffman, Sarah",Jacob's New Dress,Banned from Libraries,"Hoffman, Ian","Case, Chris",,,Florida,Seminole County Public Schools,Jul-22,Formal Challenge,2022-2023
"Hollingsworth, Mary",International Children's Story Bible,Banned from Libraries and Classrooms,,,,,Florida,Brevard Public Schools,Jun-23,Informal Challenge,2022-2023
Homer,All-Action Classics No. 3: The Odyssey,Banned Pending Investigation,"Mucci, Tim","Caldwell, Ben; Tenderini, Emanuel; Lacy, Rick",,,Missouri,Wentzville School District,Sep-22,Legislative Action,2022-2023
"Hoover, Colleen",All Your Perfects,Banned Pending Investigation,,,,Hopeless,Florida,Santa Rosa County District Schools,Jun-23,Formal Challenge,2022-2023
"Hoover, Colleen",All Your Perfects,Banned from Libraries and Classrooms,,,,Hopeless,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",Confess,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hoover, Colleen",Finding Cinderella,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Dec-22,Formal Challenge,2022-2023
"Hoover, Colleen",Hopeless,Banned from Libraries and Classrooms,,,,Hopeless,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Hoover, Colleen",Hopeless,Banned Pending Investigation,,,,Hopeless,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hoover, Colleen",Hopeless,Banned Pending Investigation,,,,Hopeless,Wyoming,Park County School District #1,Feb-23,Administration,2022-2023
"Hoover, Colleen",It Ends With Us,Banned Pending Investigation,,,,It Ends with Us,Florida,Escambia County Public Schools,Oct-22,Formal Challenge,2022-2023
"Hoover, Colleen",It Ends With Us,Banned Pending Investigation,,,,It Ends with Us,Florida,St. John's County School District,Jan-23,Formal Challenge,2022-2023
"Hoover, Colleen",It Ends With Us,Banned from Libraries and Classrooms,,,,It Ends with Us,Kansas,Gardner Edgerton School District 231,Mar-23,Formal Challenge,2022-2023
"Hoover, Colleen",It Ends With Us,Banned Pending Investigation,,,,It Ends with Us,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Hoover, Colleen",It Ends With Us,Banned from Libraries and Classrooms,,,,It Ends with Us,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hoover, Colleen",It Ends With Us,Banned from Libraries and Classrooms,,,,It Ends with Us,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",It Ends With Us,Banned from Libraries and Classrooms,,,,It Ends with Us,Utah,Canyons School District,AY 2022-2023,Formal Challenge,2022-2023
"Hoover, Colleen",It Starts With Us,Banned from Libraries and Classrooms,,,,It Ends with Us,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",Layla,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hoover, Colleen",Losing Hope,Banned from Libraries and Classrooms,,,,Hopeless,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Hoover, Colleen",Maybe Not,Banned from Libraries and Classrooms,,,,Maybe Someday,Michigan,Chippewa Valley Schools,Feb-23,Formal Challenge,2022-2023
"Hoover, Colleen",Maybe Not,Banned from Libraries and Classrooms,,,,Maybe Someday,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Hoover, Colleen",9-Nov,Banned Pending Investigation,,,,,Florida,St. John's County School District,Jan-23,Formal Challenge,2022-2023
"Hoover, Colleen",9-Nov,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hoover, Colleen",9-Nov,Banned from Libraries and Classrooms,,,,,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",Regretting You,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hoover, Colleen",Regretting You,Banned from Libraries and Classrooms,,,,,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",Reminders of Him,Banned from Libraries and Classrooms,,,,,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hoover, Colleen",Ugly Love,Banned from Libraries and Classrooms,,,,,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Hoover, Colleen",Ugly Love,Banned from Libraries and Classrooms,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Hoover, Colleen",Verity,Banned from Libraries and Classrooms,,,,,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Hoover, Colleen",Without Merit,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Jun-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned Pending Investigation,,,,Burned,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned Pending Investigation,,,,Burned,Florida,Escambia County Public Schools,Dec-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,Florida,Hernando County Schools,Oct-22,Administration,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,Florida,Martin County Schools,Mar-23,Administration,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries,,,,Burned,Florida,Volusia County Schools,Jan-23,Administration,2022-2023
"Hopkins, Ellen",Burned (EH),Banned Pending Investigation,,,,Burned,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Hopkins, Ellen",Burned (EH),Banned Pending Investigation,,,,Burned,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,South Carolina,Horry County Schools,Jun-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,Texas,Frisco Independent School District,Oct-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Burned (EH),Banned from Libraries and Classrooms,,,,Burned,Texas,Keller Independent School District,Jan-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Closer to Nowhere,Banned Pending Investigation,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned Pending Investigation,,,,,Florida,Escambia County Public Schools,Jun-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Florida,Hernando County Schools,Oct-22,Administration,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Florida,Martin County Schools,Mar-23,Administration,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Hopkins, Ellen",Collateral,Banned Pending Investigation,,,,,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Utah,Canyons School District,AY 2022-2023,Formal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Collateral,Banned from Libraries and Classrooms,,,,,Virginia,Spotsylvania County Public Schools,Feb-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Clay County School District,Jul-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Flagler Schools,Oct-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Hernando County Schools,Oct-22,Administration,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Lake County Schools,Fall 2022,Legislative Action,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Martin County Schools,Mar-23,Administration,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Florida,Santa Rosa County District Schools,May-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries,,,,Crank,Florida,School District of Manatee County,Jul-22,Legislative Action,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries,,,,Crank,Florida,Volusia County Schools,Jan-23,Administration,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Nebraska,Plattsmouth Community Schools,Apr-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,North Carolina,Pender County Schools,Feb-23,Administration,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Oregon,Canby Public School District,Mar-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries,,,,Crank,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,South Carolina,Horry County Schools,Jun-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Texas,Frisco Independent School District,Oct-22,Informal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Texas,Keller Independent School District,Jan-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Utah,Granite School District,Nov-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries and Classrooms,,,,Crank,Utah,Wasatch School District,AY 2022-2023,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned from Libraries,,,,Crank,Wyoming,Natrona County Schools,Mar-23,Formal Challenge,2022-2023
"Hopkins, Ellen",Crank,Banned Pending Investigation,,,,Crank,Wyoming,Park County School District #1,Feb-23,Administration,2022-2023
"Hopkins, Ellen",Fallout,Banned from Libraries and Classrooms,,,,Crank,Florida,Clay County School District,Sep-22,Formal Challenge,2022-2023
"Hopkins, Ellen",Fallout,Banned from Libraries and Classrooms,,,,Crank,Florida,Hernando County Schools,Oct-22,Administration,2022-2023
"Hopkins, Ellen",Fallout,Banned from Libraries and Classrooms,,,,Crank,Florida,Volusia County Schools,Jun-23,Administration,2022-2023
"Hopkins, Ellen",Fallout,Banned Pending Investigation,,,,Crank,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
